Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_137_1964,VDD,Metal1,1104.7000,541.3925,4.999993
FILLER_137_1956,VDD,Metal1,1101.4665,541.5365,4.999993
FILLER_137_1940,VDD,Metal1,1094.8480,541.6520,4.999993
FILLER_137_1906,VDD,Metal1,1080.3555,541.7285,4.999993
FILLER_137_1872,VDD,Metal1,1061.3155,541.7285,4.999993
FILLER_137_1838,VDD,Metal1,1042.2755,541.7285,4.999993
FILLER_137_1804,VDD,Metal1,1023.2355,541.7285,4.999993
FILLER_137_1770,VDD,Metal1,1004.1955,541.7285,4.999993
FILLER_137_1767,VDD,Metal1,993.1600,540.9600,4.999993
FILLER_137_1765,VDD,Metal1,992.3200,540.9600,4.999993
FILLER_137_1761,VDD,Metal1,991.0200,541.3925,4.999993
FILLER_137_1730,VDD,Metal1,972.7200,540.9600,4.999993
FILLER_137_1726,VDD,Metal1,971.4200,541.3925,4.999992
FILLER_137_1718,VDD,Metal1,968.1865,541.5365,4.999992
FILLER_137_1702,VDD,Metal1,961.5680,541.6520,4.999991
FILLER_137_1668,VDD,Metal1,947.0755,541.7285,4.999991
FILLER_137_1634,VDD,Metal1,928.0355,541.7285,4.999991
FILLER_137_1600,VDD,Metal1,908.9955,541.7285,4.999991
FILLER_137_1566,VDD,Metal1,889.9555,541.7285,4.999991
FILLER_137_1532,VDD,Metal1,870.9155,541.7285,4.999991
FILLER_137_1498,VDD,Metal1,851.8755,541.7285,4.999991
FILLER_137_1464,VDD,Metal1,832.8355,541.7285,4.999990
FILLER_137_1430,VDD,Metal1,813.7955,541.7285,4.999988
FILLER_137_1396,VDD,Metal1,794.7555,541.7285,4.999988
FILLER_137_1393,VDD,Metal1,783.7200,540.9600,4.999988
FILLER_137_1391,VDD,Metal1,782.8800,540.9600,4.999988
FILLER_137_1383,VDD,Metal1,780.5865,541.5365,4.999988
FILLER_137_1373,VDD,Metal1,772.5200,540.9600,4.999988
FILLER_137_1371,VDD,Metal1,771.6800,540.9600,4.999988
FILLER_137_1367,VDD,Metal1,770.3800,541.3925,4.999988
FILLER_137_1359,VDD,Metal1,764.6800,540.9600,4.999962
FILLER_137_1354,VDD,Metal1,761.8800,540.9600,4.999961
FILLER_137_1352,VDD,Metal1,761.0400,540.9600,4.999961
FILLER_137_1344,VDD,Metal1,758.7465,541.5365,4.999961
FILLER_137_1328,VDD,Metal1,752.1280,541.6520,4.999961
FILLER_137_1294,VDD,Metal1,737.6355,541.7285,4.999961
FILLER_137_1260,VDD,Metal1,709.5200,540.9600,4.999959
FILLER_137_1257,VDD,Metal1,707.5600,540.9600,4.999959
FILLER_137_1255,VDD,Metal1,706.7200,540.9600,4.999959
FILLER_137_1167,VDD,Metal1,659.6265,541.5365,4.999948
FILLER_137_1160,VDD,Metal1,653.2400,540.9600,4.999948
FILLER_137_1158,VDD,Metal1,652.4000,540.9600,4.999950
FILLER_137_1124,VDD,Metal1,642.4355,541.7285,4.999951
FILLER_137_1090,VDD,Metal1,623.3955,541.7285,4.999953
FILLER_137_1087,VDD,Metal1,612.3600,540.9600,4.999954
FILLER_137_1071,VDD,Metal1,608.2080,541.6520,4.999954
FILLER_137_1026,VDD,Metal1,578.2000,540.9600,4.999956
FILLER_137_1022,VDD,Metal1,577.1800,541.3925,4.999956
FILLER_137_1012,VDD,Metal1,570.6400,540.9600,4.999959
FILLER_137_1004,VDD,Metal1,568.3465,541.5365,4.999962
FILLER_137_988,VDD,Metal1,561.7280,541.6520,4.999962
FILLER_137_970,VDD,Metal1,546.8400,540.9600,4.999966
FILLER_137_954,VDD,Metal1,542.6880,541.6520,4.999966
FILLER_137_950,VDD,Metal1,535.9200,540.9600,4.999966
FILLER_137_942,VDD,Metal1,533.6265,541.5365,4.999966
FILLER_137_920,VDD,Metal1,519.1200,540.9600,4.999966
FILLER_137_917,VDD,Metal1,517.1600,540.9600,4.999966
FILLER_137_901,VDD,Metal1,513.0080,541.6520,4.999966
FILLER_137_882,VDD,Metal1,497.8400,540.9600,4.999967
FILLER_137_874,VDD,Metal1,495.5465,541.5365,4.999967
FILLER_137_858,VDD,Metal1,488.9280,541.6520,4.999968
FILLER_137_846,VDD,Metal1,478.6200,541.3925,4.999968
FILLER_137_838,VDD,Metal1,473.2000,540.9600,4.999970
FILLER_137_834,VDD,Metal1,471.9000,541.3925,4.999970
FILLER_137_818,VDD,Metal1,466.5280,541.6520,4.999970
FILLER_137_815,VDD,Metal1,460.0400,540.9600,4.999970
FILLER_137_813,VDD,Metal1,459.2000,540.9600,4.999970
FILLER_137_809,VDD,Metal1,457.9000,541.3925,4.999970
FILLER_137_802,VDD,Metal1,452.7600,540.9600,4.999974
FILLER_137_800,VDD,Metal1,451.9200,540.9600,4.999974
FILLER_137_784,VDD,Metal1,447.4880,541.6520,4.999974
FILLER_137_750,VDD,Metal1,432.9955,541.7285,4.999975
FILLER_137_716,VDD,Metal1,409.4080,541.6520,4.999980
FILLER_137_710,VDD,Metal1,402.4600,541.3925,4.999981
FILLER_137_702,VDD,Metal1,399.2265,541.5365,4.999981
FILLER_137_686,VDD,Metal1,387.8000,540.9600,4.999981
FILLER_137_682,VDD,Metal1,386.7800,541.3925,4.999982
FILLER_137_676,VDD,Metal1,383.4200,541.3925,4.999982
FILLER_137_668,VDD,Metal1,378.0000,540.9600,4.999982
FILLER_137_664,VDD,Metal1,376.7000,541.3925,4.999982
FILLER_137_648,VDD,Metal1,371.3280,541.6520,4.999983
FILLER_137_624,VDD,Metal1,353.0800,540.9600,4.999984
FILLER_137_622,VDD,Metal1,352.2400,540.9600,4.999984
FILLER_137_614,VDD,Metal1,349.9465,541.5365,4.999984
FILLER_137_611,VDD,Metal1,345.8000,540.9600,4.999984
FILLER_137_609,VDD,Metal1,344.9600,540.9600,4.999984
FILLER_137_605,VDD,Metal1,343.6600,541.3925,4.999984
FILLER_137_597,VDD,Metal1,340.4265,541.5365,4.999984
FILLER_137_580,VDD,Metal1,328.7200,540.9600,4.999986
FILLER_137_571,VDD,Metal1,323.4000,540.9600,4.999986
FILLER_137_552,VDD,Metal1,313.9800,541.3925,4.999986
FILLER_137_542,VDD,Metal1,307.4400,540.9600,4.999986
FILLER_137_538,VDD,Metal1,306.1400,541.3925,4.999986
FILLER_137_530,VDD,Metal1,302.9065,541.5365,4.999986
FILLER_137_514,VDD,Metal1,291.4800,540.9600,4.999987
FILLER_137_512,VDD,Metal1,290.6400,540.9600,4.999987
FILLER_137_508,VDD,Metal1,288.4000,540.9600,4.999987
FILLER_137_478,VDD,Metal1,273.7865,541.5365,4.999990
FILLER_137_444,VDD,Metal1,261.6355,541.7285,4.999990
FILLER_137_410,VDD,Metal1,242.5955,541.7285,4.999990
FILLER_137_376,VDD,Metal1,223.5555,541.7285,4.999990
FILLER_137_342,VDD,Metal1,204.5155,541.7285,4.999990
FILLER_137_308,VDD,Metal1,185.4755,541.7285,4.999990
FILLER_137_274,VDD,Metal1,166.4355,541.7285,4.999991
FILLER_137_271,VDD,Metal1,155.4000,540.9600,4.999991
FILLER_137_267,VDD,Metal1,154.3800,541.3925,4.999991
FILLER_137_259,VDD,Metal1,151.1465,541.5365,4.999991
FILLER_137_242,VDD,Metal1,139.1600,540.9600,4.999992
FILLER_137_240,VDD,Metal1,138.3200,540.9600,4.999992
FILLER_137_206,VDD,Metal1,128.3555,541.7285,4.999992
FILLER_137_172,VDD,Metal1,109.3155,541.7285,4.999992
FILLER_137_138,VDD,Metal1,90.2755,541.7285,4.999992
FILLER_137_104,VDD,Metal1,71.2355,541.7285,4.999992
FILLER_137_70,VDD,Metal1,52.1955,541.7285,4.999993
FILLER_137_36,VDD,Metal1,33.1555,541.7285,4.999993
FILLER_137_2,VDD,Metal1,14.1155,541.7285,4.999993
FILLER_136_1967,VDD,Metal1,1105.1600,540.9600,4.999993
FILLER_136_1959,VDD,Metal1,1103.1465,540.3830,4.999993
FILLER_136_1927,VDD,Metal1,1092.1155,540.1910,4.999993
FILLER_136_1921,VDD,Metal1,1080.6200,540.5275,4.999993
FILLER_136_1857,VDD,Metal1,1061.9150,540.1455,4.999993
FILLER_136_1851,VDD,Metal1,1041.4200,540.5275,4.999993
FILLER_136_1787,VDD,Metal1,1022.7150,540.1455,4.999993
FILLER_136_1781,VDD,Metal1,1002.2200,540.5275,4.999993
FILLER_136_1773,VDD,Metal1,998.9865,540.3830,4.999993
FILLER_136_1741,VDD,Metal1,987.9555,540.1910,4.999993
FILLER_136_1717,VDD,Metal1,967.6265,540.3830,4.999992
FILLER_136_1711,VDD,Metal1,963.0200,540.5275,4.999991
FILLER_136_1647,VDD,Metal1,944.3150,540.1455,4.999991
FILLER_136_1641,VDD,Metal1,923.8200,540.5275,4.999991
FILLER_136_1577,VDD,Metal1,905.1150,540.1455,4.999991
FILLER_136_1571,VDD,Metal1,884.6200,540.5275,4.999991
FILLER_136_1507,VDD,Metal1,865.9150,540.1455,4.999991
FILLER_136_1504,VDD,Metal1,845.8800,540.9600,4.999991
FILLER_136_1500,VDD,Metal1,844.8600,540.5275,4.999991
FILLER_136_1468,VDD,Metal1,835.0755,540.1910,4.999990
FILLER_136_1441,VDD,Metal1,810.8800,540.9600,4.999988
FILLER_136_1437,VDD,Metal1,809.5800,540.5275,4.999988
FILLER_136_1364,VDD,Metal1,767.4800,540.9600,4.999982
FILLER_136_1356,VDD,Metal1,763.2800,540.9600,4.999962
FILLER_136_1294,VDD,Metal1,728.2800,540.9600,4.999961
FILLER_136_1292,VDD,Metal1,727.4400,540.9600,4.999961
FILLER_136_1288,VDD,Metal1,726.1400,540.5275,4.999961
FILLER_136_1280,VDD,Metal1,722.9065,540.3830,4.999961
FILLER_136_1227,VDD,Metal1,690.7600,540.9600,4.999958
FILLER_136_1224,VDD,Metal1,689.0800,540.9600,4.999956
FILLER_136_1217,VDD,Metal1,685.1600,540.9600,4.999948
FILLER_136_1215,VDD,Metal1,684.3200,540.9600,4.999948
FILLER_136_1153,VDD,Metal1,649.6000,540.9600,4.999951
FILLER_136_1121,VDD,Metal1,640.7555,540.1910,4.999951
FILLER_136_1014,VDD,Metal1,571.4800,540.9600,4.999959
FILLER_136_1007,VDD,Metal1,567.5600,540.9600,4.999962
FILLER_136_1003,VDD,Metal1,566.5400,540.5275,4.999962
FILLER_136_961,VDD,Metal1,542.0800,540.9600,4.999966
FILLER_136_953,VDD,Metal1,539.7865,540.3830,4.999966
FILLER_136_801,VDD,Metal1,453.4200,540.5275,4.999974
FILLER_136_763,VDD,Metal1,432.1400,540.5275,4.999975
FILLER_136_753,VDD,Metal1,426.5400,540.5275,4.999975
FILLER_136_737,VDD,Metal1,421.1680,540.2680,4.999975
FILLER_136_733,VDD,Metal1,414.4000,540.9600,4.999980
FILLER_136_717,VDD,Metal1,409.9680,540.2680,4.999980
FILLER_136_667,VDD,Metal1,377.1600,540.9600,4.999982
FILLER_136_489,VDD,Metal1,277.7600,540.9600,4.999989
FILLER_136_457,VDD,Metal1,268.9155,540.1910,4.999990
FILLER_136_451,VDD,Metal1,257.4200,540.5275,4.999990
FILLER_136_387,VDD,Metal1,238.7150,540.1455,4.999990
FILLER_136_381,VDD,Metal1,218.2200,540.5275,4.999990
FILLER_136_317,VDD,Metal1,199.5150,540.1455,4.999990
FILLER_136_311,VDD,Metal1,179.0200,540.5275,4.999990
FILLER_136_303,VDD,Metal1,175.7865,540.3830,4.999990
FILLER_136_287,VDD,Metal1,169.1680,540.2680,4.999991
FILLER_136_255,VDD,Metal1,155.7955,540.1910,4.999991
FILLER_136_247,VDD,Metal1,142.2400,540.9600,4.999991
FILLER_136_241,VDD,Metal1,139.8200,540.5275,4.999992
FILLER_136_177,VDD,Metal1,121.1150,540.1455,4.999992
FILLER_136_171,VDD,Metal1,100.6200,540.5275,4.999992
FILLER_136_107,VDD,Metal1,81.9150,540.1455,4.999992
FILLER_136_101,VDD,Metal1,61.4200,540.5275,4.999992
FILLER_136_37,VDD,Metal1,42.7150,540.1455,4.999993
FILLER_136_34,VDD,Metal1,22.6800,540.9600,4.999993
FILLER_136_2,VDD,Metal1,14.1155,540.1910,4.999993
FILLER_135_1966,VDD,Metal1,1104.8800,533.1200,4.999992
FILLER_135_1962,VDD,Metal1,1103.5800,533.5525,4.999992
FILLER_135_1956,VDD,Metal1,1100.2200,533.5525,4.999992
FILLER_135_1892,VDD,Metal1,1081.5150,533.9340,4.999992
FILLER_135_1886,VDD,Metal1,1061.0200,533.5525,4.999992
FILLER_135_1822,VDD,Metal1,1042.3150,533.9340,4.999992
FILLER_135_1816,VDD,Metal1,1021.8200,533.5525,4.999992
FILLER_135_1752,VDD,Metal1,1003.1150,533.9340,4.999992
FILLER_135_1746,VDD,Metal1,982.6200,533.5525,4.999992
FILLER_135_1682,VDD,Metal1,963.9150,533.9340,4.999992
FILLER_135_1676,VDD,Metal1,943.4200,533.5525,4.999992
FILLER_135_1612,VDD,Metal1,924.7150,533.9340,4.999992
FILLER_135_1606,VDD,Metal1,904.2200,533.5525,4.999992
FILLER_135_1542,VDD,Metal1,885.5150,533.9340,4.999992
FILLER_135_1536,VDD,Metal1,865.0200,533.5525,4.999992
FILLER_135_1472,VDD,Metal1,846.3150,533.9340,4.999992
FILLER_135_1466,VDD,Metal1,825.8200,533.5525,4.999992
FILLER_135_1458,VDD,Metal1,822.5865,533.6965,4.999992
FILLER_135_1422,VDD,Metal1,800.2400,533.1200,4.999991
FILLER_135_1418,VDD,Metal1,798.9400,533.5525,4.999991
FILLER_135_1402,VDD,Metal1,793.5680,533.8120,4.999991
FILLER_135_1398,VDD,Metal1,786.8000,533.1200,4.999988
FILLER_135_1384,VDD,Metal1,778.6800,533.1200,4.999985
FILLER_135_1382,VDD,Metal1,777.8400,533.1200,4.999985
FILLER_135_1376,VDD,Metal1,774.2000,533.1200,4.999985
FILLER_135_1332,VDD,Metal1,749.8400,533.1200,4.999980
FILLER_135_1328,VDD,Metal1,747.6000,533.1200,4.999980
FILLER_135_1324,VDD,Metal1,746.3000,533.5525,4.999978
FILLER_135_1316,VDD,Metal1,743.0665,533.6965,4.999978
FILLER_135_1281,VDD,Metal1,721.0000,533.1200,4.999977
FILLER_135_1277,VDD,Metal1,719.9800,533.5525,4.999977
FILLER_135_1258,VDD,Metal1,708.4000,533.1200,4.999976
FILLER_135_1154,VDD,Metal1,649.8800,533.1200,4.999973
FILLER_135_1122,VDD,Metal1,641.3155,533.8885,4.999973
FILLER_135_1103,VDD,Metal1,621.6000,533.1200,4.999972
FILLER_135_1052,VDD,Metal1,593.0400,533.1200,4.999970
FILLER_135_1049,VDD,Metal1,591.0800,533.1200,4.999970
FILLER_135_1030,VDD,Metal1,581.6600,533.5525,4.999970
FILLER_135_988,VDD,Metal1,559.3865,533.6965,4.999970
FILLER_135_979,VDD,Metal1,551.8800,533.1200,4.999970
FILLER_135_975,VDD,Metal1,550.8600,533.5525,4.999970
FILLER_135_918,VDD,Metal1,520.1865,533.6965,4.999969
FILLER_135_875,VDD,Metal1,493.6400,533.1200,4.999968
FILLER_135_873,VDD,Metal1,492.8000,533.1200,4.999968
FILLER_135_842,VDD,Metal1,475.1600,533.1200,4.999968
FILLER_135_839,VDD,Metal1,473.4800,533.1200,4.999968
FILLER_135_831,VDD,Metal1,471.4665,533.6965,4.999968
FILLER_135_772,VDD,Metal1,437.1800,533.5525,4.999963
FILLER_135_762,VDD,Metal1,430.6400,533.1200,4.999963
FILLER_135_758,VDD,Metal1,429.3400,533.5525,4.999963
FILLER_135_750,VDD,Metal1,426.1065,533.6965,4.999963
FILLER_135_734,VDD,Metal1,419.4880,533.8120,4.999964
FILLER_135_702,VDD,Metal1,406.1155,533.8885,4.999966
FILLER_135_647,VDD,Metal1,367.1800,533.5525,4.999967
FILLER_135_629,VDD,Metal1,355.8800,533.1200,4.999967
FILLER_135_627,VDD,Metal1,355.0400,533.1200,4.999967
FILLER_135_623,VDD,Metal1,353.7400,533.5525,4.999967
FILLER_135_579,VDD,Metal1,329.1000,533.5525,4.999972
FILLER_135_562,VDD,Metal1,318.3600,533.1200,4.999972
FILLER_135_538,VDD,Metal1,304.9200,533.1200,4.999992
FILLER_135_500,VDD,Metal1,284.8600,533.5525,4.999992
FILLER_135_492,VDD,Metal1,281.6265,533.6965,4.999993
FILLER_135_486,VDD,Metal1,277.0200,533.5525,4.999994
FILLER_135_422,VDD,Metal1,258.3150,533.9340,4.999994
FILLER_135_416,VDD,Metal1,237.8200,533.5525,4.999994
FILLER_135_352,VDD,Metal1,219.1150,533.9340,4.999994
FILLER_135_346,VDD,Metal1,198.6200,533.5525,4.999994
FILLER_135_282,VDD,Metal1,179.9150,533.9340,4.999994
FILLER_135_276,VDD,Metal1,159.4200,533.5525,4.999994
FILLER_135_212,VDD,Metal1,140.7150,533.9340,4.999994
FILLER_135_206,VDD,Metal1,120.2200,533.5525,4.999994
FILLER_135_142,VDD,Metal1,101.5150,533.9340,4.999994
FILLER_135_136,VDD,Metal1,81.0200,533.5525,4.999994
FILLER_135_72,VDD,Metal1,62.3150,533.9340,4.999994
FILLER_135_66,VDD,Metal1,41.8200,533.5525,4.999994
FILLER_135_2,VDD,Metal1,23.1150,533.9340,4.999994
FILLER_134_1967,VDD,Metal1,1105.1600,533.1200,4.999992
FILLER_134_1959,VDD,Metal1,1103.1465,532.5430,4.999992
FILLER_134_1927,VDD,Metal1,1092.1155,532.3510,4.999992
FILLER_134_1921,VDD,Metal1,1080.6200,532.6875,4.999992
FILLER_134_1857,VDD,Metal1,1061.9150,532.3055,4.999992
FILLER_134_1851,VDD,Metal1,1041.4200,532.6875,4.999992
FILLER_134_1787,VDD,Metal1,1022.7150,532.3055,4.999992
FILLER_134_1781,VDD,Metal1,1002.2200,532.6875,4.999992
FILLER_134_1717,VDD,Metal1,983.5150,532.3055,4.999992
FILLER_134_1711,VDD,Metal1,963.0200,532.6875,4.999992
FILLER_134_1647,VDD,Metal1,944.3150,532.3055,4.999992
FILLER_134_1641,VDD,Metal1,923.8200,532.6875,4.999992
FILLER_134_1577,VDD,Metal1,905.1150,532.3055,4.999992
FILLER_134_1571,VDD,Metal1,884.6200,532.6875,4.999992
FILLER_134_1507,VDD,Metal1,865.9150,532.3055,4.999992
FILLER_134_1501,VDD,Metal1,845.4200,532.6875,4.999992
FILLER_134_1437,VDD,Metal1,826.7150,532.3055,4.999992
FILLER_134_1434,VDD,Metal1,806.6800,533.1200,4.999992
FILLER_134_1430,VDD,Metal1,805.6600,532.6875,4.999992
FILLER_134_1422,VDD,Metal1,802.4265,532.5430,4.999992
FILLER_134_1406,VDD,Metal1,795.8080,532.4280,4.999991
FILLER_134_1399,VDD,Metal1,787.0800,533.1200,4.999988
FILLER_134_1397,VDD,Metal1,786.2400,533.1200,4.999988
FILLER_134_1386,VDD,Metal1,779.8000,533.1200,4.999986
FILLER_134_1384,VDD,Metal1,778.9600,533.1200,4.999985
FILLER_134_1324,VDD,Metal1,745.0800,533.1200,4.999978
FILLER_134_1320,VDD,Metal1,744.0600,532.6875,4.999978
FILLER_134_1312,VDD,Metal1,740.8265,532.5430,4.999978
FILLER_134_1282,VDD,Metal1,721.5600,533.1200,4.999977
FILLER_134_1227,VDD,Metal1,691.0400,533.1200,4.999975
FILLER_134_1209,VDD,Metal1,680.6800,533.1200,4.999975
FILLER_134_1161,VDD,Metal1,653.8000,533.1200,4.999975
FILLER_134_1157,VDD,Metal1,652.7800,532.6875,4.999975
FILLER_134_1139,VDD,Metal1,641.4800,533.1200,4.999973
FILLER_134_1137,VDD,Metal1,640.6400,533.1200,4.999973
FILLER_134_1121,VDD,Metal1,636.2080,532.4280,4.999973
FILLER_134_1084,VDD,Metal1,610.6800,533.1200,4.999970
FILLER_134_1077,VDD,Metal1,606.7600,533.1200,4.999970
FILLER_134_1073,VDD,Metal1,605.7400,532.6875,4.999970
FILLER_134_1032,VDD,Metal1,581.5600,533.1200,4.999970
FILLER_134_1011,VDD,Metal1,571.0200,532.6875,4.999970
FILLER_134_1003,VDD,Metal1,565.6000,533.1200,4.999970
FILLER_134_947,VDD,Metal1,533.9600,533.1200,4.999970
FILLER_134_944,VDD,Metal1,532.2800,533.1200,4.999970
FILLER_134_942,VDD,Metal1,531.4400,533.1200,4.999969
FILLER_134_938,VDD,Metal1,530.1400,532.6875,4.999969
FILLER_134_874,VDD,Metal1,493.0800,533.1200,4.999968
FILLER_134_866,VDD,Metal1,491.0665,532.5430,4.999968
FILLER_134_813,VDD,Metal1,460.1400,532.6875,4.999968
FILLER_134_804,VDD,Metal1,453.8800,533.1200,4.999968
FILLER_134_796,VDD,Metal1,451.8665,532.5430,4.999968
FILLER_134_753,VDD,Metal1,425.6000,533.1200,4.999963
FILLER_134_737,VDD,Metal1,421.1680,532.4280,4.999964
FILLER_134_734,VDD,Metal1,414.6800,533.1200,4.999966
FILLER_134_730,VDD,Metal1,413.6600,532.6875,4.999966
FILLER_134_695,VDD,Metal1,392.8400,533.1200,4.999966
FILLER_134_671,VDD,Metal1,379.6800,533.1200,4.999966
FILLER_134_667,VDD,Metal1,378.3800,532.6875,4.999966
FILLER_134_661,VDD,Metal1,375.0200,532.6875,4.999967
FILLER_134_620,VDD,Metal1,350.8400,533.1200,4.999968
FILLER_134_612,VDD,Metal1,348.8265,532.5430,4.999968
FILLER_134_585,VDD,Metal1,331.5200,533.1200,4.999971
FILLER_134_581,VDD,Metal1,330.2200,532.6875,4.999972
FILLER_134_546,VDD,Metal1,309.4000,533.1200,4.999972
FILLER_134_542,VDD,Metal1,308.3800,532.6875,4.999990
FILLER_134_535,VDD,Metal1,303.2400,533.1200,4.999992
FILLER_134_527,VDD,Metal1,301.2265,532.5430,4.999992
FILLER_134_524,VDD,Metal1,297.0800,533.1200,4.999992
FILLER_134_522,VDD,Metal1,296.2400,533.1200,4.999992
FILLER_134_497,VDD,Metal1,283.1800,532.6875,4.999993
FILLER_134_489,VDD,Metal1,279.9465,532.5430,4.999993
FILLER_134_457,VDD,Metal1,268.9155,532.3510,4.999994
FILLER_134_451,VDD,Metal1,257.4200,532.6875,4.999994
FILLER_134_387,VDD,Metal1,238.7150,532.3055,4.999994
FILLER_134_381,VDD,Metal1,218.2200,532.6875,4.999994
FILLER_134_317,VDD,Metal1,199.5150,532.3055,4.999994
FILLER_134_311,VDD,Metal1,179.0200,532.6875,4.999994
FILLER_134_247,VDD,Metal1,160.3150,532.3055,4.999994
FILLER_134_241,VDD,Metal1,139.8200,532.6875,4.999994
FILLER_134_177,VDD,Metal1,121.1150,532.3055,4.999994
FILLER_134_171,VDD,Metal1,100.6200,532.6875,4.999994
FILLER_134_107,VDD,Metal1,81.9150,532.3055,4.999994
FILLER_134_101,VDD,Metal1,61.4200,532.6875,4.999994
FILLER_134_37,VDD,Metal1,42.7150,532.3055,4.999994
FILLER_134_34,VDD,Metal1,22.6800,533.1200,4.999994
FILLER_134_2,VDD,Metal1,14.1155,532.3510,4.999994
FILLER_133_1966,VDD,Metal1,1104.8800,525.2800,4.999991
FILLER_133_1962,VDD,Metal1,1103.5800,525.7125,4.999991
FILLER_133_1956,VDD,Metal1,1100.2200,525.7125,4.999991
FILLER_133_1892,VDD,Metal1,1081.5150,526.0940,4.999991
FILLER_133_1886,VDD,Metal1,1061.0200,525.7125,4.999991
FILLER_133_1822,VDD,Metal1,1042.3150,526.0940,4.999991
FILLER_133_1816,VDD,Metal1,1021.8200,525.7125,4.999991
FILLER_133_1752,VDD,Metal1,1003.1150,526.0940,4.999991
FILLER_133_1746,VDD,Metal1,982.6200,525.7125,4.999991
FILLER_133_1682,VDD,Metal1,963.9150,526.0940,4.999991
FILLER_133_1676,VDD,Metal1,943.4200,525.7125,4.999991
FILLER_133_1612,VDD,Metal1,924.7150,526.0940,4.999991
FILLER_133_1606,VDD,Metal1,904.2200,525.7125,4.999991
FILLER_133_1542,VDD,Metal1,885.5150,526.0940,4.999991
FILLER_133_1536,VDD,Metal1,865.0200,525.7125,4.999990
FILLER_133_1472,VDD,Metal1,846.3150,526.0940,4.999990
FILLER_133_1468,VDD,Metal1,826.0000,525.2800,4.999990
FILLER_133_1436,VDD,Metal1,817.1555,526.0485,4.999990
FILLER_133_1398,VDD,Metal1,786.8000,525.2800,4.999980
FILLER_133_1389,VDD,Metal1,781.4800,525.2800,4.999979
FILLER_133_1387,VDD,Metal1,780.6400,525.2800,4.999979
FILLER_133_1379,VDD,Metal1,777.1000,525.7125,4.999979
FILLER_133_1369,VDD,Metal1,771.5000,525.7125,4.999975
FILLER_133_1361,VDD,Metal1,768.2665,525.8565,4.999975
FILLER_133_1329,VDD,Metal1,747.8800,525.2800,4.999972
FILLER_133_1322,VDD,Metal1,743.9600,525.2800,4.999972
FILLER_133_1262,VDD,Metal1,710.6400,525.2800,4.999969
FILLER_133_1256,VDD,Metal1,708.2200,525.7125,4.999969
FILLER_133_1181,VDD,Metal1,665.0000,525.2800,4.999966
FILLER_133_1165,VDD,Metal1,656.0400,525.2800,4.999966
FILLER_133_1130,VDD,Metal1,636.4400,525.2800,4.999966
FILLER_133_1128,VDD,Metal1,635.6000,525.2800,4.999966
FILLER_133_1116,VDD,Metal1,629.8200,525.7125,4.999966
FILLER_133_1108,VDD,Metal1,626.5865,525.8565,4.999966
FILLER_133_1092,VDD,Metal1,615.1600,525.2800,4.999965
FILLER_133_1088,VDD,Metal1,614.1400,525.7125,4.999965
FILLER_133_1052,VDD,Metal1,593.0400,525.2800,4.999964
FILLER_133_1049,VDD,Metal1,591.0800,525.2800,4.999964
FILLER_133_1008,VDD,Metal1,568.1200,525.2800,4.999960
FILLER_133_1006,VDD,Metal1,567.2800,525.2800,4.999960
FILLER_133_998,VDD,Metal1,564.9865,525.8565,4.999960
FILLER_133_982,VDD,Metal1,553.5600,525.2800,4.999959
FILLER_133_935,VDD,Metal1,528.4600,525.7125,4.999960
FILLER_133_927,VDD,Metal1,525.2265,525.8565,4.999960
FILLER_133_909,VDD,Metal1,512.6800,525.2800,4.999961
FILLER_133_893,VDD,Metal1,503.7200,525.2800,4.999962
FILLER_133_891,VDD,Metal1,502.8800,525.2800,4.999962
FILLER_133_887,VDD,Metal1,501.5800,525.7125,4.999962
FILLER_133_879,VDD,Metal1,498.3465,525.8565,4.999962
FILLER_133_848,VDD,Metal1,478.8000,525.2800,4.999962
FILLER_133_838,VDD,Metal1,473.2000,525.2800,4.999962
FILLER_133_807,VDD,Metal1,455.8400,525.2800,4.999965
FILLER_133_803,VDD,Metal1,454.5400,525.7125,4.999964
FILLER_133_787,VDD,Metal1,444.3600,525.2800,4.999964
FILLER_133_779,VDD,Metal1,442.3465,525.8565,4.999964
FILLER_133_772,VDD,Metal1,435.9600,525.2800,4.999964
FILLER_133_768,VDD,Metal1,434.0000,525.2800,4.999964
FILLER_133_724,VDD,Metal1,409.3600,525.2800,4.999963
FILLER_133_720,VDD,Metal1,408.0600,525.7125,4.999963
FILLER_133_704,VDD,Metal1,397.8800,525.2800,4.999966
FILLER_133_702,VDD,Metal1,397.0400,525.2800,4.999966
FILLER_133_692,VDD,Metal1,391.4400,525.2800,4.999963
FILLER_133_688,VDD,Metal1,390.1400,525.7125,4.999963
FILLER_133_680,VDD,Metal1,386.9065,525.8565,4.999963
FILLER_133_644,VDD,Metal1,364.5600,525.2800,4.999961
FILLER_133_640,VDD,Metal1,363.2600,525.7125,4.999961
FILLER_133_632,VDD,Metal1,360.0265,525.8565,4.999961
FILLER_133_623,VDD,Metal1,352.5200,525.2800,4.999961
FILLER_133_619,VDD,Metal1,351.5000,525.7125,4.999960
FILLER_133_583,VDD,Metal1,330.4000,525.2800,4.999967
FILLER_133_566,VDD,Metal1,320.8800,525.2800,4.999970
FILLER_133_562,VDD,Metal1,319.5800,525.7125,4.999970
FILLER_133_486,VDD,Metal1,277.0200,525.7125,4.999987
