Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_93_504,VDD,Metal1,285.8800,368.4800,4.999986
FILLER_93_500,VDD,Metal1,284.8600,368.9125,4.999986
FILLER_93_486,VDD,Metal1,277.0200,368.9125,4.999986
FILLER_93_462,VDD,Metal1,263.5800,368.9125,4.999987
FILLER_93_426,VDD,Metal1,242.4800,368.4800,4.999988
FILLER_93_422,VDD,Metal1,241.1800,368.9125,4.999988
FILLER_93_376,VDD,Metal1,215.4200,368.9125,4.999990
FILLER_93_368,VDD,Metal1,212.1865,369.0565,4.999990
FILLER_93_352,VDD,Metal1,205.5680,369.1720,4.999990
FILLER_93_346,VDD,Metal1,198.6200,368.9125,4.999990
FILLER_93_282,VDD,Metal1,179.9150,369.2940,4.999990
FILLER_93_276,VDD,Metal1,159.4200,368.9125,4.999990
FILLER_93_212,VDD,Metal1,140.7150,369.2940,4.999990
FILLER_93_206,VDD,Metal1,120.2200,368.9125,4.999990
FILLER_93_142,VDD,Metal1,101.5150,369.2940,4.999990
FILLER_93_136,VDD,Metal1,81.0200,368.9125,4.999990
FILLER_93_72,VDD,Metal1,62.3150,369.2940,4.999990
FILLER_93_66,VDD,Metal1,41.8200,368.9125,4.999990
FILLER_93_2,VDD,Metal1,23.1150,369.2940,4.999990
FILLER_92_1967,VDD,Metal1,1105.1600,368.4800,4.999979
FILLER_92_1959,VDD,Metal1,1103.1465,367.9030,4.999979
FILLER_92_1927,VDD,Metal1,1092.1155,367.7110,4.999979
FILLER_92_1921,VDD,Metal1,1080.6200,368.0475,4.999979
FILLER_92_1857,VDD,Metal1,1061.9150,367.6655,4.999979
FILLER_92_1851,VDD,Metal1,1041.4200,368.0475,4.999979
FILLER_92_1787,VDD,Metal1,1022.7150,367.6655,4.999979
FILLER_92_1781,VDD,Metal1,1002.2200,368.0475,4.999979
FILLER_92_1717,VDD,Metal1,983.5150,367.6655,4.999979
FILLER_92_1714,VDD,Metal1,963.4800,368.4800,4.999979
FILLER_92_1710,VDD,Metal1,962.4600,368.0475,4.999979
FILLER_92_1694,VDD,Metal1,957.0880,367.7880,4.999979
FILLER_92_1662,VDD,Metal1,943.7155,367.7110,4.999979
FILLER_92_1644,VDD,Metal1,924.2800,368.4800,4.999977
FILLER_92_1640,VDD,Metal1,923.2600,368.0475,4.999977
FILLER_92_1586,VDD,Metal1,891.8000,368.4800,4.999975
FILLER_92_1584,VDD,Metal1,890.9600,368.4800,4.999975
FILLER_92_1577,VDD,Metal1,886.7600,368.4800,4.999975
FILLER_92_1559,VDD,Metal1,876.6800,368.4800,4.999971
FILLER_92_1533,VDD,Metal1,863.3400,368.0475,4.999965
FILLER_92_1517,VDD,Metal1,853.1600,368.4800,4.999964
FILLER_92_1513,VDD,Metal1,852.1400,368.0475,4.999964
FILLER_92_1489,VDD,Metal1,837.4800,368.4800,4.999964
FILLER_92_1487,VDD,Metal1,836.6400,368.4800,4.999964
FILLER_92_1405,VDD,Metal1,790.4400,368.4800,4.999960
FILLER_92_1401,VDD,Metal1,789.4200,368.0475,4.999960
FILLER_92_1393,VDD,Metal1,786.1865,367.9030,4.999960
FILLER_92_1367,VDD,Metal1,771.6265,367.9030,4.999960
FILLER_92_1363,VDD,Metal1,767.2000,368.4800,4.999958
FILLER_92_1355,VDD,Metal1,764.9065,367.9030,4.999957
FILLER_92_1293,VDD,Metal1,728.0000,368.4800,4.999951
FILLER_92_1289,VDD,Metal1,726.7000,368.0475,4.999951
FILLER_92_1273,VDD,Metal1,716.5200,368.4800,4.999949
FILLER_92_1271,VDD,Metal1,715.6800,368.4800,4.999949
FILLER_92_1235,VDD,Metal1,695.2400,368.4800,4.999948
FILLER_92_1233,VDD,Metal1,694.4000,368.4800,4.999951
FILLER_92_1223,VDD,Metal1,688.8000,368.4800,4.999951
FILLER_92_1177,VDD,Metal1,663.0400,368.4800,4.999951
FILLER_92_1173,VDD,Metal1,661.7400,368.0475,4.999951
FILLER_92_1165,VDD,Metal1,658.5065,367.9030,4.999952
FILLER_92_1111,VDD,Metal1,626.0800,368.4800,4.999955
FILLER_92_1107,VDD,Metal1,624.7800,368.0475,4.999973
FILLER_92_1091,VDD,Metal1,614.6000,368.4800,4.999973
FILLER_92_1087,VDD,Metal1,613.5800,368.0475,4.999973
FILLER_92_1077,VDD,Metal1,607.0400,368.4800,4.999974
FILLER_92_1056,VDD,Metal1,595.0000,368.4800,4.999977
FILLER_92_1052,VDD,Metal1,593.9800,368.0475,4.999977
FILLER_92_1029,VDD,Metal1,579.8800,368.4800,4.999980
FILLER_92_1025,VDD,Metal1,578.8600,368.0475,4.999980
FILLER_92_1017,VDD,Metal1,575.6265,367.9030,4.999981
FILLER_92_1011,VDD,Metal1,571.0200,368.0475,4.999981
FILLER_92_989,VDD,Metal1,557.4800,368.4800,4.999987
FILLER_92_975,VDD,Metal1,550.8600,368.0475,4.999987
FILLER_92_958,VDD,Metal1,540.4000,368.4800,4.999988
FILLER_92_949,VDD,Metal1,535.0800,368.4800,4.999988
FILLER_92_947,VDD,Metal1,534.2400,368.4800,4.999988
FILLER_92_914,VDD,Metal1,515.7600,368.4800,4.999989
FILLER_92_910,VDD,Metal1,514.4600,368.0475,4.999989
FILLER_92_903,VDD,Metal1,509.3200,368.4800,4.999989
FILLER_92_873,VDD,Metal1,492.8000,368.4800,4.999989
FILLER_92_851,VDD,Metal1,481.4200,368.0475,4.999990
FILLER_92_843,VDD,Metal1,478.1865,367.9030,4.999990
FILLER_92_828,VDD,Metal1,468.5400,368.0475,4.999990
FILLER_92_793,VDD,Metal1,448.9400,368.0475,4.999980
FILLER_92_687,VDD,Metal1,388.3600,368.4800,4.999983
FILLER_92_651,VDD,Metal1,368.2000,368.4800,4.999982
FILLER_92_647,VDD,Metal1,367.1800,368.0475,4.999982
FILLER_92_616,VDD,Metal1,348.6000,368.4800,4.999984
FILLER_92_614,VDD,Metal1,347.7600,368.4800,4.999984
FILLER_92_608,VDD,Metal1,344.1200,368.4800,4.999984
FILLER_92_594,VDD,Metal1,336.2800,368.4800,4.999984
FILLER_92_581,VDD,Metal1,329.2800,368.4800,4.999985
FILLER_92_573,VDD,Metal1,326.9865,367.9030,4.999985
FILLER_92_537,VDD,Metal1,304.6400,368.4800,4.999986
FILLER_92_533,VDD,Metal1,303.3400,368.0475,4.999986
FILLER_92_490,VDD,Metal1,278.0400,368.4800,4.999986
FILLER_92_465,VDD,Metal1,264.3200,368.4800,4.999987
FILLER_92_457,VDD,Metal1,262.0265,367.9030,4.999987
FILLER_92_453,VDD,Metal1,257.6000,368.4800,4.999988
FILLER_92_431,VDD,Metal1,245.0000,368.4800,4.999988
FILLER_92_387,VDD,Metal1,221.5800,368.0475,4.999989
FILLER_92_381,VDD,Metal1,218.2200,368.0475,4.999989
FILLER_92_317,VDD,Metal1,199.5150,367.6655,4.999990
FILLER_92_311,VDD,Metal1,179.0200,368.0475,4.999990
FILLER_92_247,VDD,Metal1,160.3150,367.6655,4.999990
FILLER_92_241,VDD,Metal1,139.8200,368.0475,4.999990
FILLER_92_177,VDD,Metal1,121.1150,367.6655,4.999990
FILLER_92_171,VDD,Metal1,100.6200,368.0475,4.999990
FILLER_92_107,VDD,Metal1,81.9150,367.6655,4.999990
FILLER_92_101,VDD,Metal1,61.4200,368.0475,4.999990
FILLER_92_37,VDD,Metal1,42.7150,367.6655,4.999990
FILLER_92_34,VDD,Metal1,22.6800,368.4800,4.999990
FILLER_92_2,VDD,Metal1,14.1155,367.7110,4.999990
FILLER_91_1966,VDD,Metal1,1104.8800,360.6400,4.999984
FILLER_91_1962,VDD,Metal1,1103.5800,361.0725,4.999984
FILLER_91_1956,VDD,Metal1,1100.2200,361.0725,4.999984
FILLER_91_1892,VDD,Metal1,1081.5150,361.4540,4.999984
FILLER_91_1886,VDD,Metal1,1061.0200,361.0725,4.999984
FILLER_91_1822,VDD,Metal1,1042.3150,361.4540,4.999984
FILLER_91_1816,VDD,Metal1,1021.8200,361.0725,4.999984
FILLER_91_1752,VDD,Metal1,1003.1150,361.4540,4.999984
FILLER_91_1746,VDD,Metal1,982.6200,361.0725,4.999984
FILLER_91_1682,VDD,Metal1,963.9150,361.4540,4.999984
FILLER_91_1679,VDD,Metal1,943.8800,360.6400,4.999984
FILLER_91_1671,VDD,Metal1,941.8665,361.2165,4.999984
FILLER_91_1655,VDD,Metal1,935.2480,361.3320,4.999984
FILLER_91_1624,VDD,Metal1,913.3600,360.6400,4.999983
FILLER_91_1620,VDD,Metal1,912.0600,361.0725,4.999983
FILLER_91_1612,VDD,Metal1,908.8265,361.2165,4.999937
FILLER_91_1608,VDD,Metal1,904.4000,360.6400,4.999918
FILLER_91_1604,VDD,Metal1,903.1000,361.0725,4.999918
FILLER_91_1548,VDD,Metal1,870.5200,360.6400,4.999919
FILLER_91_1523,VDD,Metal1,856.8000,360.6400,4.999919
FILLER_91_1507,VDD,Metal1,847.5600,360.6400,4.999921
FILLER_91_1503,VDD,Metal1,846.5400,361.0725,4.999923
FILLER_91_1472,VDD,Metal1,828.2400,360.6400,4.999923
FILLER_91_1469,VDD,Metal1,826.2800,360.6400,4.999923
FILLER_91_1412,VDD,Metal1,794.3600,360.6400,4.999952
FILLER_91_1410,VDD,Metal1,793.5200,360.6400,4.999952
FILLER_91_1402,VDD,Metal1,791.2265,361.2165,4.999952
FILLER_91_1399,VDD,Metal1,787.0800,360.6400,4.999952
FILLER_91_1395,VDD,Metal1,786.0600,361.0725,4.999952
FILLER_91_1387,VDD,Metal1,782.8265,361.2165,4.999952
FILLER_91_1338,VDD,Metal1,753.2000,360.6400,4.999956
FILLER_91_1326,VDD,Metal1,747.4200,361.0725,4.999956
FILLER_91_1310,VDD,Metal1,737.2400,360.6400,4.999957
FILLER_91_1306,VDD,Metal1,736.2200,361.0725,4.999957
FILLER_91_1283,VDD,Metal1,724.5865,361.2165,4.999958
FILLER_91_1214,VDD,Metal1,683.7600,360.6400,4.999962
FILLER_91_1210,VDD,Metal1,682.4600,361.0725,4.999962
FILLER_91_1194,VDD,Metal1,672.2800,360.6400,4.999962
FILLER_91_1192,VDD,Metal1,671.4400,360.6400,4.999962
FILLER_91_1183,VDD,Metal1,666.1200,360.6400,4.999962
FILLER_91_1181,VDD,Metal1,665.2800,360.6400,4.999962
FILLER_91_1177,VDD,Metal1,663.9800,361.0725,4.999962
FILLER_91_1114,VDD,Metal1,627.7600,360.6400,4.999963
FILLER_91_1052,VDD,Metal1,592.7600,360.6400,4.999964
FILLER_91_1034,VDD,Metal1,582.6800,360.6400,4.999965
FILLER_91_1032,VDD,Metal1,581.8400,360.6400,4.999965
FILLER_91_997,VDD,Metal1,561.9600,360.6400,4.999965
FILLER_91_993,VDD,Metal1,560.9400,361.0725,4.999965
FILLER_91_984,VDD,Metal1,554.6800,360.6400,4.999966
FILLER_91_982,VDD,Metal1,553.8400,360.6400,4.999966
FILLER_91_939,VDD,Metal1,529.4800,360.6400,4.999963
FILLER_91_937,VDD,Metal1,528.6400,360.6400,4.999963
FILLER_91_912,VDD,Metal1,515.5800,361.0725,4.999963
FILLER_91_903,VDD,Metal1,509.3200,360.6400,4.999962
FILLER_91_901,VDD,Metal1,508.4800,360.6400,4.999962
FILLER_91_892,VDD,Metal1,503.1600,360.6400,4.999962
FILLER_91_888,VDD,Metal1,502.1400,361.0725,4.999962
FILLER_91_856,VDD,Metal1,485.4665,361.2165,4.999961
FILLER_91_757,VDD,Metal1,427.8400,360.6400,4.999961
FILLER_91_732,VDD,Metal1,413.5600,360.6400,4.999968
FILLER_91_730,VDD,Metal1,412.7200,360.6400,4.999970
FILLER_91_704,VDD,Metal1,397.8800,360.6400,4.999971
FILLER_91_702,VDD,Metal1,397.0400,360.6400,4.999971
FILLER_91_665,VDD,Metal1,376.0400,360.6400,4.999973
FILLER_91_642,VDD,Metal1,363.1600,360.6400,4.999974
FILLER_91_640,VDD,Metal1,362.3200,360.6400,4.999974
FILLER_91_559,VDD,Metal1,316.6800,360.6400,4.999976
FILLER_91_557,VDD,Metal1,315.8400,360.6400,4.999976
FILLER_91_544,VDD,Metal1,308.2800,360.6400,4.999978
FILLER_91_542,VDD,Metal1,307.4400,360.6400,4.999978
FILLER_91_498,VDD,Metal1,283.7400,361.0725,4.999979
FILLER_91_489,VDD,Metal1,277.4800,360.6400,4.999979
FILLER_91_487,VDD,Metal1,276.6400,360.6400,4.999979
FILLER_91_480,VDD,Metal1,272.7200,360.6400,4.999979
FILLER_91_476,VDD,Metal1,271.4200,361.0725,4.999979
FILLER_91_468,VDD,Metal1,268.1865,361.2165,4.999979
FILLER_91_437,VDD,Metal1,248.6400,360.6400,4.999981
FILLER_91_416,VDD,Metal1,237.8200,361.0725,4.999982
FILLER_91_380,VDD,Metal1,216.7200,360.6400,4.999989
FILLER_91_376,VDD,Metal1,215.4200,361.0725,4.999989
FILLER_91_368,VDD,Metal1,212.1865,361.2165,4.999989
FILLER_91_352,VDD,Metal1,205.5680,361.3320,4.999991
FILLER_91_346,VDD,Metal1,198.6200,361.0725,4.999992
FILLER_91_282,VDD,Metal1,179.9150,361.4540,4.999992
FILLER_91_276,VDD,Metal1,159.4200,361.0725,4.999992
FILLER_91_212,VDD,Metal1,140.7150,361.4540,4.999992
FILLER_91_206,VDD,Metal1,120.2200,361.0725,4.999992
FILLER_91_142,VDD,Metal1,101.5150,361.4540,4.999992
FILLER_91_136,VDD,Metal1,81.0200,361.0725,4.999992
FILLER_91_72,VDD,Metal1,62.3150,361.4540,4.999992
FILLER_91_66,VDD,Metal1,41.8200,361.0725,4.999992
FILLER_91_2,VDD,Metal1,23.1150,361.4540,4.999992
FILLER_90_1967,VDD,Metal1,1105.1600,360.6400,4.999984
FILLER_90_1959,VDD,Metal1,1103.1465,360.0630,4.999984
FILLER_90_1927,VDD,Metal1,1092.1155,359.8710,4.999984
FILLER_90_1921,VDD,Metal1,1080.6200,360.2075,4.999984
FILLER_90_1857,VDD,Metal1,1061.9150,359.8255,4.999984
FILLER_90_1851,VDD,Metal1,1041.4200,360.2075,4.999984
FILLER_90_1787,VDD,Metal1,1022.7150,359.8255,4.999984
FILLER_90_1781,VDD,Metal1,1002.2200,360.2075,4.999984
FILLER_90_1717,VDD,Metal1,983.5150,359.8255,4.999984
FILLER_90_1711,VDD,Metal1,963.0200,360.2075,4.999984
FILLER_90_1647,VDD,Metal1,944.3150,359.8255,4.999984
FILLER_90_1644,VDD,Metal1,924.2800,360.6400,4.999984
FILLER_90_1640,VDD,Metal1,923.2600,360.2075,4.999984
FILLER_90_1618,VDD,Metal1,909.7200,360.6400,4.999937
FILLER_90_1616,VDD,Metal1,908.8800,360.6400,4.999937
FILLER_90_1608,VDD,Metal1,906.5865,360.0630,4.999937
FILLER_90_1591,VDD,Metal1,894.8800,360.6400,4.999918
FILLER_90_1587,VDD,Metal1,893.5800,360.2075,4.999918
FILLER_90_1577,VDD,Metal1,887.9800,360.2075,4.999918
FILLER_90_1574,VDD,Metal1,885.0800,360.6400,4.999919
FILLER_90_1570,VDD,Metal1,884.0600,360.2075,4.999919
FILLER_90_1507,VDD,Metal1,847.8400,360.6400,4.999921
FILLER_90_1454,VDD,Metal1,817.8800,360.6400,4.999924
FILLER_90_1452,VDD,Metal1,817.0400,360.6400,4.999924
FILLER_90_1444,VDD,Metal1,814.7465,360.0630,4.999924
FILLER_90_1437,VDD,Metal1,808.3600,360.6400,4.999924
FILLER_90_1434,VDD,Metal1,806.6800,360.6400,4.999928
FILLER_90_1432,VDD,Metal1,805.8400,360.6400,4.999928
FILLER_90_1428,VDD,Metal1,804.5400,360.2075,4.999942
FILLER_90_1420,VDD,Metal1,801.3065,360.0630,4.999942
FILLER_90_1413,VDD,Metal1,794.9200,360.6400,4.999952
FILLER_90_1411,VDD,Metal1,794.0800,360.6400,4.999952
FILLER_90_1373,VDD,Metal1,773.7400,360.2075,4.999952
FILLER_90_1361,VDD,Metal1,767.0200,360.2075,4.999956
FILLER_90_1325,VDD,Metal1,745.6400,360.6400,4.999956
FILLER_90_1321,VDD,Metal1,744.6200,360.2075,4.999956
FILLER_90_1313,VDD,Metal1,741.3865,360.0630,4.999956
FILLER_90_1297,VDD,Metal1,731.1800,360.2075,4.999958
FILLER_90_1293,VDD,Metal1,728.0000,360.6400,4.999958
FILLER_90_1289,VDD,Metal1,726.7000,360.2075,4.999958
FILLER_90_1281,VDD,Metal1,723.4665,360.0630,4.999958
FILLER_90_1227,VDD,Metal1,690.7600,360.6400,4.999962
FILLER_90_1224,VDD,Metal1,689.0800,360.6400,4.999962
FILLER_90_1207,VDD,Metal1,679.8400,360.6400,4.999962
FILLER_90_1199,VDD,Metal1,675.3600,360.6400,4.999962
FILLER_90_1191,VDD,Metal1,673.0665,360.0630,4.999962
FILLER_90_1161,VDD,Metal1,653.8000,360.6400,4.999962
FILLER_90_1157,VDD,Metal1,652.7800,360.2075,4.999962
FILLER_90_1139,VDD,Metal1,641.4800,360.6400,4.999962
FILLER_90_1095,VDD,Metal1,618.0600,360.2075,4.999964
FILLER_90_1087,VDD,Metal1,614.8265,360.0630,4.999964
FILLER_90_1071,VDD,Metal1,603.6800,360.6400,4.999964
FILLER_90_1067,VDD,Metal1,602.3800,360.2075,4.999964
FILLER_90_1032,VDD,Metal1,581.5600,360.6400,4.999965
FILLER_90_1008,VDD,Metal1,568.1200,360.6400,4.999965
FILLER_90_1006,VDD,Metal1,567.2800,360.6400,4.999965
FILLER_90_1002,VDD,Metal1,565.9800,360.2075,4.999965
FILLER_90_965,VDD,Metal1,544.0400,360.6400,4.999966
FILLER_90_955,VDD,Metal1,539.6600,360.2075,4.999966
FILLER_90_944,VDD,Metal1,532.2800,360.6400,4.999964
FILLER_90_942,VDD,Metal1,531.4400,360.6400,4.999964
FILLER_90_893,VDD,Metal1,503.7200,360.6400,4.999962
FILLER_90_877,VDD,Metal1,497.2265,360.0630,4.999962
FILLER_90_874,VDD,Metal1,493.0800,360.6400,4.999962
FILLER_90_856,VDD,Metal1,483.2800,360.6400,4.999961
FILLER_90_842,VDD,Metal1,475.4400,360.6400,4.999961
FILLER_90_833,VDD,Metal1,471.3400,360.2075,4.999958
FILLER_90_796,VDD,Metal1,449.4000,360.6400,4.999961
FILLER_90_794,VDD,Metal1,448.5600,360.6400,4.999961
FILLER_90_737,VDD,Metal1,416.6400,360.6400,4.999965
FILLER_90_728,VDD,Metal1,411.3200,360.6400,4.999970
FILLER_90_709,VDD,Metal1,403.1465,360.0630,4.999971
FILLER_90_697,VDD,Metal1,395.1800,360.2075,4.999971
FILLER_90_667,VDD,Metal1,377.4400,360.6400,4.999972
FILLER_90_658,VDD,Metal1,372.1200,360.6400,4.999974
FILLER_90_656,VDD,Metal1,371.2800,360.6400,4.999974
FILLER_90_621,VDD,Metal1,351.4000,360.6400,4.999974
FILLER_90_613,VDD,Metal1,349.3865,360.0630,4.999974
FILLER_90_597,VDD,Metal1,340.4265,360.0630,4.999974
FILLER_90_594,VDD,Metal1,336.2800,360.6400,4.999976
FILLER_90_581,VDD,Metal1,329.0000,360.6400,4.999976
FILLER_90_579,VDD,Metal1,328.1600,360.6400,4.999976
FILLER_90_575,VDD,Metal1,326.8600,360.2075,4.999976
FILLER_90_567,VDD,Metal1,323.6265,360.0630,4.999976
FILLER_90_551,VDD,Metal1,312.2000,360.6400,4.999977
FILLER_90_549,VDD,Metal1,311.3600,360.6400,4.999977
FILLER_90_541,VDD,Metal1,309.0665,360.0630,4.999978
FILLER_90_523,VDD,Metal1,296.8000,360.6400,4.999979
FILLER_90_519,VDD,Metal1,295.5000,360.2075,4.999979
FILLER_90_484,VDD,Metal1,274.6800,360.6400,4.999979
FILLER_90_480,VDD,Metal1,273.6600,360.2075,4.999979
FILLER_90_472,VDD,Metal1,270.4265,360.0630,4.999979
FILLER_90_454,VDD,Metal1,257.8800,360.6400,4.999979
FILLER_90_444,VDD,Metal1,253.5000,360.2075,4.999981
FILLER_90_393,VDD,Metal1,224.0000,360.6400,4.999982
FILLER_90_369,VDD,Metal1,210.2800,360.6400,4.999991
FILLER_90_365,VDD,Metal1,209.2600,360.2075,4.999991
FILLER_90_349,VDD,Metal1,203.8880,359.9480,4.999991
FILLER_90_317,VDD,Metal1,190.5155,359.8710,4.999992
FILLER_90_311,VDD,Metal1,179.0200,360.2075,4.999992
FILLER_90_247,VDD,Metal1,160.3150,359.8255,4.999992
FILLER_90_241,VDD,Metal1,139.8200,360.2075,4.999992
FILLER_90_177,VDD,Metal1,121.1150,359.8255,4.999992
FILLER_90_171,VDD,Metal1,100.6200,360.2075,4.999992
FILLER_90_107,VDD,Metal1,81.9150,359.8255,4.999992
FILLER_90_101,VDD,Metal1,61.4200,360.2075,4.999992
FILLER_90_37,VDD,Metal1,42.7150,359.8255,4.999992
FILLER_90_34,VDD,Metal1,22.6800,360.6400,4.999992
FILLER_90_2,VDD,Metal1,14.1155,359.8710,4.999992
FILLER_89_1966,VDD,Metal1,1104.8800,352.8000,4.999981
FILLER_89_1962,VDD,Metal1,1103.5800,353.2325,4.999981
FILLER_89_1956,VDD,Metal1,1100.2200,353.2325,4.999981
FILLER_89_1892,VDD,Metal1,1081.5150,353.6140,4.999981
FILLER_89_1886,VDD,Metal1,1061.0200,353.2325,4.999981
FILLER_89_1822,VDD,Metal1,1042.3150,353.6140,4.999981
FILLER_89_1816,VDD,Metal1,1021.8200,353.2325,4.999981
FILLER_89_1752,VDD,Metal1,1003.1150,353.6140,4.999981
FILLER_89_1746,VDD,Metal1,982.6200,353.2325,4.999981
FILLER_89_1682,VDD,Metal1,963.9150,353.6140,4.999981
FILLER_89_1679,VDD,Metal1,943.8800,352.8000,4.999981
FILLER_89_1671,VDD,Metal1,941.8665,353.3765,4.999981
FILLER_89_1655,VDD,Metal1,935.2480,353.4920,4.999981
FILLER_89_1622,VDD,Metal1,913.1800,353.2325,4.999980
FILLER_89_1612,VDD,Metal1,907.5800,353.2325,4.999980
FILLER_89_1609,VDD,Metal1,904.6800,352.8000,4.999980
FILLER_89_1607,VDD,Metal1,903.8400,352.8000,4.999980
FILLER_89_1603,VDD,Metal1,902.5400,353.2325,4.999980
FILLER_89_1544,VDD,Metal1,868.2800,352.8000,4.999978
FILLER_89_1542,VDD,Metal1,867.4400,352.8000,4.999976
FILLER_89_1538,VDD,Metal1,865.2000,352.8000,4.999974
FILLER_89_1534,VDD,Metal1,863.9000,353.2325,4.999974
FILLER_89_1472,VDD,Metal1,827.9600,352.8000,4.999966
FILLER_89_1440,VDD,Metal1,810.0400,352.8000,4.999965
FILLER_89_1438,VDD,Metal1,809.2000,352.8000,4.999965
FILLER_89_1434,VDD,Metal1,807.9000,353.2325,4.999965
FILLER_89_1404,VDD,Metal1,789.8800,352.8000,4.999964
FILLER_89_1402,VDD,Metal1,789.0400,352.8000,4.999964
FILLER_89_1399,VDD,Metal1,787.0800,352.8000,4.999964
FILLER_89_1384,VDD,Metal1,778.6800,352.8000,4.999965
FILLER_89_1382,VDD,Metal1,777.8400,352.8000,4.999965
FILLER_89_1349,VDD,Metal1,760.3000,353.2325,4.999965
FILLER_89_1332,VDD,Metal1,749.8400,352.8000,4.999965
FILLER_89_1329,VDD,Metal1,747.8800,352.8000,4.999965
FILLER_89_1327,VDD,Metal1,747.0400,352.8000,4.999965
FILLER_89_1323,VDD,Metal1,745.7400,353.2325,4.999965
FILLER_89_1293,VDD,Metal1,727.7200,352.8000,4.999964
FILLER_89_1291,VDD,Metal1,726.8800,352.8000,4.999964
FILLER_89_1259,VDD,Metal1,708.6800,352.8000,4.999964
FILLER_89_1257,VDD,Metal1,707.8400,352.8000,4.999964
FILLER_89_1249,VDD,Metal1,705.5465,353.3765,4.999967
FILLER_89_1224,VDD,Metal1,690.3000,353.2325,4.999967
FILLER_89_1189,VDD,Metal1,669.4800,352.8000,4.999952
FILLER_89_1173,VDD,Metal1,660.5200,352.8000,4.999952
FILLER_89_1124,VDD,Metal1,633.0800,352.8000,4.999951
FILLER_89_1122,VDD,Metal1,632.2400,352.8000,4.999951
FILLER_89_1119,VDD,Metal1,630.2800,352.8000,4.999951
FILLER_89_1102,VDD,Metal1,621.0400,352.8000,4.999951
FILLER_89_1098,VDD,Metal1,619.7400,353.2325,4.999951
FILLER_89_1060,VDD,Metal1,598.4600,353.2325,4.999946
FILLER_89_1052,VDD,Metal1,595.2265,353.3765,4.999944
FILLER_89_979,VDD,Metal1,551.8800,352.8000,4.999941
FILLER_89_975,VDD,Metal1,550.8600,353.2325,4.999941
FILLER_89_959,VDD,Metal1,540.9600,352.8000,4.999941
FILLER_89_924,VDD,Metal1,521.0800,352.8000,4.999941
FILLER_89_920,VDD,Metal1,520.0600,353.2325,4.999941
FILLER_89_912,VDD,Metal1,516.8265,353.3765,4.999941
FILLER_89_875,VDD,Metal1,493.6400,352.8000,4.999943
FILLER_89_863,VDD,Metal1,488.1400,353.2325,4.999943
FILLER_89_855,VDD,Metal1,484.9065,353.3765,4.999958
FILLER_89_842,VDD,Metal1,475.1600,352.8000,4.999965
FILLER_89_772,VDD,Metal1,437.1800,353.2325,4.999966
FILLER_89_769,VDD,Metal1,434.2800,352.8000,4.999968
FILLER_89_765,VDD,Metal1,433.2600,353.2325,4.999968
FILLER_89_751,VDD,Metal1,424.4800,352.8000,4.999968
FILLER_89_692,VDD,Metal1,391.4400,352.8000,4.999974
FILLER_89_688,VDD,Metal1,390.1400,353.2325,4.999974
FILLER_89_609,VDD,Metal1,344.6800,352.8000,4.999981
FILLER_89_601,VDD,Metal1,342.6665,353.3765,4.999990
FILLER_89_585,VDD,Metal1,336.0480,353.4920,4.999990
FILLER_89_550,VDD,Metal1,311.6400,352.8000,4.999990
FILLER_89_548,VDD,Metal1,310.8000,352.8000,4.999990
FILLER_89_532,VDD,Metal1,306.3680,353.4920,4.999990
FILLER_89_511,VDD,Metal1,289.8000,352.8000,4.999991
FILLER_89_509,VDD,Metal1,288.9600,352.8000,4.999991
FILLER_89_492,VDD,Metal1,279.4400,352.8000,4.999991
FILLER_89_489,VDD,Metal1,277.4800,352.8000,4.999991
FILLER_89_485,VDD,Metal1,276.4600,353.2325,4.999991
FILLER_89_477,VDD,Metal1,273.2265,353.3765,4.999991
FILLER_89_442,VDD,Metal1,251.1600,352.8000,4.999991
FILLER_89_426,VDD,Metal1,242.2000,352.8000,4.999991
FILLER_89_422,VDD,Metal1,241.1800,353.2325,4.999991
FILLER_89_410,VDD,Metal1,234.4600,353.2325,4.999992
FILLER_89_368,VDD,Metal1,212.1865,353.3765,4.999993
FILLER_89_352,VDD,Metal1,205.5680,353.4920,4.999993
FILLER_89_346,VDD,Metal1,198.6200,353.2325,4.999994
FILLER_89_282,VDD,Metal1,179.9150,353.6140,4.999994
FILLER_89_276,VDD,Metal1,159.4200,353.2325,4.999994
FILLER_89_212,VDD,Metal1,140.7150,353.6140,4.999994
FILLER_89_206,VDD,Metal1,120.2200,353.2325,4.999994
FILLER_89_142,VDD,Metal1,101.5150,353.6140,4.999994
FILLER_89_136,VDD,Metal1,81.0200,353.2325,4.999994
FILLER_89_72,VDD,Metal1,62.3150,353.6140,4.999994
FILLER_89_66,VDD,Metal1,41.8200,353.2325,4.999994
FILLER_89_2,VDD,Metal1,23.1150,353.6140,4.999994
FILLER_88_1967,VDD,Metal1,1105.1600,352.8000,4.999981
FILLER_88_1959,VDD,Metal1,1103.1465,352.2230,4.999981
FILLER_88_1927,VDD,Metal1,1092.1155,352.0310,4.999981
FILLER_88_1921,VDD,Metal1,1080.6200,352.3675,4.999981
FILLER_88_1857,VDD,Metal1,1061.9150,351.9855,4.999981
FILLER_88_1851,VDD,Metal1,1041.4200,352.3675,4.999981
FILLER_88_1787,VDD,Metal1,1022.7150,351.9855,4.999981
